,activity_id,author,author_id,author_name,avatar,content,content_language,date,has_liked,like_count,package_name,review_id,score,ticket_id,translate_content,translate_language,update_dt
0,51850,ethan,101581684,ethan,6ebf6e808d8d48dc5b3e156d85e5f71f.jpg,不好根本就找不到找不到抽不到很生氣很生氣很生氣,zh_TW,2021-09-19 16:38:23,False,0,,6554363,1,274744682,不好根本就找不到找不到抽不到很生氣很生氣很生氣,zh_TW,2022-03-13 04:54:06.079
1,51850,SHIH YANG,3754782,SHIH YANG,4765f71c--e-s.jpg,沒抽到獎耶 也不知道有沒有抽到 整個活動只有給人霧裡看花的感覺 中獎放榜也不知道 所以只要沒有收到email 應該就是沒中獎了吧 哈哈 希望還有更多抽獎機會了呢！,zh_TW,2021-09-05 02:35:43,False,0,,6535031,3,274777931,沒抽到獎耶 也不知道有沒有抽到 整個活動只有給人霧裡看花的感覺 中獎放榜也不知道 所以只要沒有收到email 應該就是沒中獎了吧 哈哈 希望還有更多抽獎機會了呢！,zh_TW,2022-03-13 04:54:06.079
2,51850,Eason,103854612,Eason,853107b8141e40857f054ec4d3cd0e2c.jpg,根本抽不到騙人 都抽不到都抽不到多抽不到 很生氣很生氣很生氣,zh_TW,2021-08-23 05:49:23,False,0,,6516830,1,274826404,根本抽不到騙人 都抽不到都抽不到多抽不到 很生氣很生氣很生氣,zh_TW,2022-03-13 04:54:06.079
3,51850,K,100539415,K,dd012b97--e-k.jpg,看起来很有趣的地方。现在露营似乎是很受欢迎的活动。,zh_CN,2021-08-12 22:16:32,False,0,,6503547,3,274815221,看起來很有趣的地方。現在露營似乎是很受歡迎的活動。,zh_TW,2022-03-13 04:54:06.079
4,51850,TING YA,3007121,TING YA,9d1d9b13e3174c817642775b96ebdc38.jpg,免費抽獎活動，雖然什麼都沒中，但還是要來寫個評價賺積分,zh_TW,2021-12-05 14:29:52,False,0,,6705850,3,274671096,免費抽獎活動，雖然什麼都沒中，但還是要來寫個評價賺積分,zh_TW,2022-03-13 04:54:06.079
5,51850,CHIA WEN,105532598,CHIA WEN,c8334e79--e-c.jpg,出貨速度很快 產品非常好 很喜歡也很實用 有需要的時候 會再次回購 購物愉快 謝謝,zh_TW,2021-09-16 14:12:12,False,0,,6549954,3,274914554,出貨速度很快 產品非常好 很喜歡也很實用 有需要的時候 會再次回購 購物愉快 謝謝,zh_TW,2022-03-13 04:54:06.079
6,51850,CHIA WEN,105532598,CHIA WEN,c8334e79--e-c.jpg,出貨速度很快 產品非常好 很喜歡也很實用 有需要的時候 會再次回購 購物愉快 謝謝,zh_TW,2021-09-16 14:11:38,False,0,,6549949,3,274789316,出貨速度很快 產品非常好 很喜歡也很實用 有需要的時候 會再次回購 購物愉快 謝謝,zh_TW,2022-03-13 04:54:06.079
7,51850,CHIA WEN,105532598,CHIA WEN,c8334e79--e-c.jpg,出貨速度很快 產品非常好 很喜歡也很實用 有需要的時候 會再次回購 購物愉快 謝謝,zh_TW,2021-09-16 14:08:18,False,0,,6549910,3,274821750,出貨速度很快 產品非常好 很喜歡也很實用 有需要的時候 會再次回購 購物愉快 謝謝,zh_TW,2022-03-13 04:54:06.07
